Price,Beds,Baths,Area,Pets,Street,City,Region,Zip
"$7,695 ",3 bed,2 bath,"1,600 sqft",OK Pets,"1 Columbus Pl Unit 22B,                  ",New York,NY,10019
"$11,650 ",2 bed,2 bath,Data Not Found,OK Pets,"70 Pine St Ph 5501,                  ",New York,NY,10005
"$4,000 ",3 bed,1 bath,"1,254 sqft",NO,"315 E 89th St Unit 1A,                  ",New York,NY,10128
"$4,000 ",3 bed,1 bath,968 sqft,NO,"220 E 85th St Apt 3E,                  ",New York,NY,10028
"$11,000 ",3 bed,3 bath,Data Not Found,NO,"200 E 71st St Apt 11J,                  ",New York,NY,10021
"$10,700 ",3 bed,2 bath,Data Not Found,OK Pets,"100 W 60th St Unit 333J,                  ",New York,NY,10023
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,292 ",2 bed,1 bath,Data Not Found,NO,"564 St Johns Pl Unit 517,                  ",Brooklyn,NY,11238
"$2,695 ",2 bed,1 bath,750 sqft,NO,"207 E 27th St Unit 7,                  ",New York,NY,10016
"$5,958 ",3 bed,2 bath,Data Not Found,OK Pets,"561 10th Ave Apt 42D,                  ",New York,NY,10036
"$3,850 ",2 bed,2 bath,"1,018 sqft",NO,"164 E 90th St Apt 5W,                  ",New York,NY,10128
"$5,750 ",2 bed,2 bath,"1,500 sqft",OK Pets,"420 E 79th St Apt 4D,                  ",New York,NY,10075
"$2,950 ",1 bed,1 bath,700 sqft,OK Pets,"335 E 54th St Unit 5S,                  ",New York,NY,10022
"$2,295 ",0 bed,1 bath,Data Not Found,NO,"76 St Marks Pl Unit A,                  ",New York,NY,10003
"$12,000 ",2 bed,2 bath,Data Not Found,NO,"626 1st 30G Ave Unit Bw,                  ",New York,NY,10016
"$6,999 ",2 bed,2 bath,"1,380 sqft",OK Pets,"245 E 58th St Apt 14D,                  ",New York,NY,10022
"$3,950 ",1 bed,1 bath,800 sqft,NO,"145 W 58th St Unit 3K,                  ",New York,NY,10019
"$10,000 ",1 bed,1 bath,"1,800 sqft",NO,"210 Fifth Ave Unit 1002,                  ",New York,NY,10010
"$5,600 ",2 bed,2 bath,Data Not Found,OK Pets,"360 W 43rd St Apt S17G,                  ",New York,NY,10036
"$3,350 ",0 bed,1 bath,600 sqft,NO,"145 W 58th St # E,                  ",New York,NY,10019
"$9,200 ",4 bed,2 bath,"1,359 sqft",OK Pets,"199 W 10th St Unit 8,                  ",New York,NY,10014
"$7,900 ",3 bed,2 bath,"1,600 sqft",OK Pets,"145 E 16th St Apt 14E,                  ",New York,NY,10003
"$2,775 ",5 bed,1 bath,502 sqft,OK Pets,"307 W 45th St Unit 4I,                  ",New York,NY,10036
"$6,394 ",2 bed,2 bath,Data Not Found,OK Pets,"235 W 48th St Apt 32J,                  ",New York,NY,10036
"$7,840 ",2 bed,2 bath,Data Not Found,OK Pets,"626 1st Ave Unit W4220B,                  ",New York,NY,10016
"$6,122 ",2 bed,2 bath,Data Not Found,OK Pets,"805 Columbus Ave Apt 7F,                  ",New York,NY,10025
"$4,996 ",2 bed,2 bath,Data Not Found,OK Pets,"360 E 65th St Apt 16J,                  ",New York,NY,10065
"$4,749 ",1 bed,1 bath,Data Not Found,OK Pets,"120 W 21st St Unit 6,                  ",New York,NY,10011
"$3,700 ",2 bed,1 bath,700 sqft,NO,"169 W 81st St Apt 3D,                  ",New York,NY,10024
"$2,600 ",2 bed,1 bath,Data Not Found,NO,"137 W 141st St Apt 62,                  ",Manhattan,NY,10030
"$2,600 ",3 bed,1 bath,Data Not Found,NO,"410 Lenox Ave Unit 4N,                  ",Manhattan,NY,10037
"$3,335 ",3 bed,1 bath,Data Not Found,NO,"609 W 137th St Apt 20,                  ",Manhattan,NY,10031
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,100 ",0 bed,1 bath,Data Not Found,NO,"276 Suydam St Apt 4F,                  ",Brooklyn,NY,11237
"$3,300 ",4 bed,1 bath,Data Not Found,NO,"555 Ocean Ave Apt 5I,                  ",Brooklyn,NY,11226
"$3,600 ",4 bed,1.5 bath,Data Not Found,OK Pets,"22 Post Ave Apt 51,                  ",Manhattan,NY,10034
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,570 ",2 bed,1 bath,Data Not Found,NO,"60 W 142nd St Apt 14M,                  ",Manhattan,NY,10037
"$2,995 ",2 bed,1.5 bath,Data Not Found,NO,"538 W 149th St Apt 4,                  ",Manhattan,NY,10031
"$1,695 ",0 bed,1 bath,Data Not Found,NO,"2300 5th Ave Apt 17B,                  ",Manhattan,NY,10037
"$2,195 ",1 bed,1 bath,Data Not Found,NO,"1365 St Nicholas Ave Apt 21P,                  ",Manhattan,NY,10033
"$2,800 ",2 bed,1 bath,Data Not Found,NO,"1949 7th Ave Unit D2,                  ",Manhattan,NY,10026
"$2,495 ",2 bed,1 bath,Data Not Found,NO,"15 Wadsworth Ave Apt 5D,                  ",Manhattan,NY,10033
"$4,250 ",2 bed,2 bath,"1,061 sqft",NO,"261 W 112th St Apt 3B,                  ",New York,NY,10026
"$2,800 ",0 bed,1 bath,500 sqft,NO,"29 W 64th St Apt 1F,                  ",New York,NY,10023
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$4,500 ",1 bed,1 bath,Data Not Found,OK Pets,"805 Columbus Ave Apt 5E,                  ",New York,NY,10025
"$4,500 ",1 bed,1 bath,Data Not Found,OK Pets,"120 W 21st St Apt 316,                  ",New York,NY,10011
"$4,500 ",1 bed,1 bath,Data Not Found,OK Pets,"808 Columbus Ave Apt 5K,                  ",New York,NY,10025
"$10,000 ",2 bed,2 bath,Data Not Found,OK Pets,"2 Jones St Apt 401,                  ",New York,NY,10014
"$9,200 ",3 bed,3.5 bath,"1,534 sqft",OK Pets,"21 W 86th St Apt 5D,                  ",Manhattan,NY,10024
"$1,675 ",1 bed,1 bath,Data Not Found,OK Pets,"1587 Carroll St Apt D5,                  ",Brooklyn,NY,11213
"$4,444 ",2 bed,1 bath,Data Not Found,OK Pets,"47 E 7th St Apt C1,                  ",New York,NY,10003
"$5,319 ",1 bed,1 bath,690 sqft,OK Pets,"170 Amsterdam Ave Apt 13M,                  ",New York,NY,10023
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$6,080 ",1 bed,1 bath,754 sqft,OK Pets,"50 E 28th St Apt 17J,                  ",New York,NY,10016
"$9,000 ",2 bed,2 bath,"1,800 sqft",OK Pets,"133 Norfolk St Unit 3,                  ",New York,NY,10002
"$3,700 ",3 bed,2 bath,976 sqft,NO,"612 E 7th St Unit 3C,                  ",Brooklyn,NY,11218
"$8,750 ",3 bed,3 bath,"1,876 sqft",NO,"60 Butler St Unit 1,                  ",Brooklyn,NY,11231
"$9,364 ",3 bed,2 bath,Data Not Found,NO,"685-685 1st Ave Unit 22M,                  ",New York,NY,10018
"$7,385 ",2 bed,2 bath,Data Not Found,NO,"572-572 11th Ave Unit 12C,                  ",New York,NY,10036
"$7,666 ",2 bed,2 bath,Data Not Found,NO,"685-685 1st Ave Unit 10M,                  ",New York,NY,10018
"$7,324 ",2 bed,2 bath,Data Not Found,NO,"685-685 1st Ave Unit 16C,                  ",New York,NY,10018
"$5,272 ",1 bed,1 bath,Data Not Found,NO,"626-626 1st Ave Unit W45A,                  ",New York,NY,10016
"$3,489 ",0 bed,1 bath,Data Not Found,NO,"626-626 1st Ave Unit W15M,                  ",New York,NY,10016
"$6,480 ",2 bed,2 bath,Data Not Found,NO,"685-685 1st Ave Unit 5P,                  ",New York,NY,10018
"$11,000 ",2 bed,2 bath,"1,228 sqft",OK Pets,"345 W 14th St Apt 5A,                  ",Manhattan,NY,10014
"$2,275 ",2 bed,1 bath,"1,100 sqft",OK Pets,"7022 Ridge Blvd Unit 6,                  ",Brooklyn,NY,11209
"$1,650 ",1 bed,1 bath,700 sqft,OK Pets,"545 85th St Unit 24,                  ",Brooklyn,NY,11209
"$1,650 ",1 bed,1 bath,700 sqft,OK Pets,"1375 Ocean Ave Unit D,                  ",Brooklyn,NY,11230
"$7,600 ",2 bed,2 bath,"1,180 sqft",OK Pets,"133 W 22nd St Apt 8F,                  ",New York,NY,10011
"$2,870 ",0 bed,1 bath,400 sqft,OK Pets,"28 Jackson Ave Unit 50J,                  ",Queens,NY,11101
"$2,395 ",2 bed,1 bath,Data Not Found,NO,"79 150th St Unit 1,                  ",Queens,NY,11367
"$7,346 ",2 bed,2 bath,Data Not Found,NO,"555-555 10th Ave Unit 27E,                  ",New York,NY,10036
"$2,795 ",1 bed,1 bath,Data Not Found,NO,"340 E 5th St Apt B1,                  ",Manhattan,NY,10003
"$3,250 ",0 bed,1 bath,565 sqft,NO,"501 E 74th St Apt 15F,                  ",Manhattan,NY,10021
"$4,295 ",1 bed,1 bath,794 sqft,NO,"501 E 74th St Apt 3E,                  ",Manhattan,NY,10021
"$13,000 ",2 bed,2 bath,"2,000 sqft",OK Pets,"125 Greene St Apt 3,                  ",New York,NY,10012
"$5,300 ",2 bed,2 bath,Data Not Found,OK Pets,"839 W End Ave Apt 7C,                  ",New York,NY,10025
"$5,850 ",2 bed,2 bath,"1,203 sqft",OK Pets,"47-05 Center Blvd Unit 2714,                  ",Queens,NY,11109
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,995 ",2 bed,1 bath,Data Not Found,NO,"338 E 70th St Apt 3A,                  ",New York,NY,10021
"$1,990 ",0 bed,1 bath,Data Not Found,OK Pets,"235 W 136th St Apt 2R,                  ",New York,NY,10030
"$5,689 ",2 bed,2 bath,Data Not Found,OK Pets,"245 W 25th St Apt 5G,                  ",Manhattan,NY,10001
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,470 ",0 bed,1 bath,Data Not Found,OK Pets,"515 W 38th St Unit 29D,                  ",Manhattan,NY,10018
"$3,695 ",1 bed,1 bath,Data Not Found,OK Pets,"230 W 55th St Apt 8C,                  ",New York,NY,10019
"$3,295 ",1 bed,1 bath,Data Not Found,OK Pets,"230 W 55th St Apt 24A,                  ",New York,NY,10019
"$2,767 ",2 bed,1 bath,Data Not Found,NO,"400 Rugby Rd Apt 2E,                  ",Brooklyn,NY,11226
"$2,500 ",2 bed,1 bath,Data Not Found,NO,"148 Senator St Unit 2,                  ",Brooklyn,NY,11220
"$2,500 ",1 bed,1 bath,Data Not Found,OK Pets,"542 Saint Marks Ave Apt 708,                  ",Brooklyn,NY,11238
"$3,000 ",1 bed,1 bath,725 sqft,OK Pets,"330 E 75th St Apt 2J,                  ",New York,NY,10021
"$4,500 ",1 bed,1.5 bath,787 sqft,OK Pets,"310 W 52nd St Apt 31A,                  ",New York,NY,10019
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$7,200 ",3 bed,3.5 bath,"1,906 sqft",OK Pets,"640 W 237th St Apt 10C,                  ",New York,NY,10463
"$9,250 ",2 bed,2.5 bath,"1,665 sqft",NO,"43 W 61st St Units 23 & 24T,                  ",New York,NY,10023
"$2,550 ",3 bed,2 bath,"1,000 sqft",NO,"14-19 116th St Unit 2ND,                  ",College Point,NY,11356
"$3,000 ",1 bed,1 bath,610 sqft,OK Pets,"150 E 85th St Apt 8I,                  ",New York,NY,10028
"$2,450 ",3 bed,2 bath,"1,050 sqft",NO,"459 Shepherd Ave Unit 2A,                  ",New York,NY,11208
"$7,000 ",1 bed,1 bath,"1,389 sqft",OK Pets,"66 Leonard St Apt 3F,                  ",New York,NY,10013
"$2,100 ",2 bed,1 bath,Data Not Found,NO,"21-78 35th St Unit 2F,                  ",Astoria,NY,11105
"$18,500 ",5 bed,5.5 bath,"4,500 sqft",OK Pets,"333 E 65th St,                  ",New York,NY,10065
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,865 ",0 bed,1 bath,838 sqft,OK Pets,"37 Wall St Apt 20J,                  ",New York,NY,10005
"$11,500 ",2 bed,2.5 bath,"1,611 sqft",OK Pets,"101 Warren St Apt 2230,                  ",New York,NY,10007
"$5,500 ",1 bed,1 bath,800 sqft,OK Pets,"160 Central Park S Unit 2811,                  ",New York,NY,10019
"$6,750 ",4 bed,2 bath,Data Not Found,OK Pets,"450 W 50th St Apt 4F,                  ",New York,NY,10019
"$6,999 ",3 bed,2 bath,"1,372 sqft",OK Pets,"58 W 58th St Apt 15C,                  ",New York,NY,10019
"$8,950 ",0 bed,2 bath,"1,569 sqft",NO,"50 Murray St Apt 403,                  ",New York,NY,10007
"$4,895 ",2 bed,1 bath,Data Not Found,OK Pets,"70 W 95th St Apt 8A,                  ",New York,NY,10025
"$2,000 ",2 bed,1 bath,926 sqft,NO,"85B Elmwood Park Dr Unit 6,                  ",Staten Island,NY,10314
"$1,800 ",2 bed,1 bath,Data Not Found,NO,"57-50 Little Neck Pkwy Unit 1,                  ",Little Neck,NY,11362
"$2,130 ",0 bed,1 bath,578 sqft,OK Pets,"104-40 Queens Blvd Unit 19P,                  ",Queens,NY,11375
"$22,000 ",2 bed,2 bath,"1,820 sqft",OK Pets,"202 Spring St Unit 3FL,                  ",New York,NY,10012
"$2,250 ",0 bed,1 bath,444 sqft,NO,"300 E 93rd St,                  ",New York,NY,10128
"$5,750 ",2 bed,2 bath,Data Not Found,OK Pets,"242 E 82nd St Unit 20G,                  ",New York,NY,10028
"$5,295 ",3 bed,1 bath,"1,200 sqft",NO,"130 E 24th St Apt 3C,                  ",New York,NY,10010
"$6,250 ",2 bed,2 bath,"1,228 sqft",NO,"34 W 12th St,                  ",New York,NY,10011
"$3,150 ",3 bed,1 bath,960 sqft,NO,"1990 Lexington Ave Unit 1L,                  ",New York,NY,10010
"$4,095 ",3 bed,1.5 bath,"1,150 sqft",NO,"165 E 83rd St Apt 1C,                  ",New York,NY,10028
"$4,400 ",3 bed,1 bath,"1,100 sqft",NO,"319 E 8th St Apt Ga,                  ",New York,NY,10009
"$2,365 ",0 bed,1 bath,508 sqft,NO,"650 W 42nd St Unit 24D,                  ",New York,NY,10036
"$3,090 ",1 bed,1 bath,942 sqft,NO,"312 W 48th St Apt 32,                  ",New York,NY,10036
"$3,665 ",1 bed,1 bath,"1,004 sqft",NO,"167 E 90th St Unit 4D,                  ",New York,NY,10128
"$2,500 ",0 bed,1 bath,Data Not Found,NO,"321 E 48th St Apt 3A,                  ",New York,NY,10017
"$5,345 ",2 bed,2 bath,Data Not Found,OK Pets,"260 W 52nd St Apt 23E,                  ",New York,NY,10019
"$19,500 ",5 bed,4 bath,"2,000 sqft",OK Pets,"350 E 79th St Apt 34A,                  ",New York,NY,10075
"$2,900 ",0 bed,1 bath,600 sqft,NO,"15 E 67th St Unit 3K,                  ",New York,NY,10065
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$6,995 ",2 bed,2 bath,"1,200 sqft",NO,"94 E 4th St Apt 905,                  ",New York,NY,10003
"$5,395 ",3 bed,2 bath,"1,000 sqft",OK Pets,"116 E 57th St Unit 222,                  ",New York,NY,10022
"$2,650 ",0 bed,1 bath,518 sqft,NO,"310 E 55th St Apt 11D,                  ",New York,NY,10022
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,500 ",1 bed,1 bath,525 sqft,NO,"256 E 10th St Apt 2D,                  ",New York,NY,10009
"$3,500 ",1 bed,1 bath,724 sqft,NO,"200 W 58th St Unit 7G,                  ",New York,NY,10019
"$4,200 ",2 bed,2 bath,"1,100 sqft",OK Pets,"1382 1st Ave Apt 2,                  ",New York,NY,10021
"$9,495 ",3 bed,3 bath,"1,700 sqft",OK Pets,"201 E 69th St Apt 5A,                  ",New York,NY,10021
"$3,990 ",1 bed,1.5 bath,"1,096 sqft",NO,"110 W 74th St Apt B,                  ",New York,NY,10023
"$3,100 ",2 bed,1 bath,685 sqft,NO,"241 E 38th St,                  ",New York,NY,10016
"$4,836 ",1 bed,1 bath,850 sqft,NO,"220 E 22nd St Apt 3A,                  ",New York,NY,10010
"$6,120 ",2 bed,2 bath,Data Not Found,OK Pets,"355 S End Ave Apt 20N,                  ",New York,NY,10280
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$7,450 ",3 bed,2 bath,"1,700 sqft",NO,"26 Beekman Pl,                  ",New York,NY,10022
"$5,495 ",3 bed,2 bath,"1,150 sqft",NO,"126 E 24th St Apt 2A,                  ",New York,NY,10010
"$4,835 ",1 bed,1 bath,Data Not Found,OK Pets,"100 W 31st St Unit A,                  ",New York,NY,10001
"$3,500 ",1 bed,1 bath,748 sqft,NO,"310 E 74th St Unit 0,                  ",New York,NY,10021
"$3,300 ",3 bed,2 bath,Data Not Found,NO,"1647 Hobart Ave Unit 7,                  ",Bronx,NY,10461
"$3,200 ",0 bed,1 bath,Data Not Found,OK Pets,"403 E 56th St Unit 4G,                  ",New York,NY,10022
"$11,700 ",2 bed,2 bath,Data Not Found,OK Pets,"70 Pine St Ph 6490001,                  ",New York,NY,10005
"$3,775 ",4 bed,1 bath,Data Not Found,NO,"555 W 151st St Apt 56,                  ",Manhattan,NY,10031
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$1,775 ",0 bed,1 bath,Data Not Found,NO,"45 W 139th St Apt 6R,                  ",Manhattan,NY,10037
"$3,300 ",2 bed,2 bath,Data Not Found,NO,"560 W 149th St Unit E1,                  ",Manhattan,NY,10031
"$3,295 ",3 bed,1 bath,Data Not Found,NO,"601 W 149th St Apt 3,                  ",Manhattan,NY,10031
"$2,495 ",2 bed,1 bath,Data Not Found,NO,"555 W 151st St Apt 41,                  ",Manhattan,NY,10031
"$4,971 ",1 bed,1 bath,Data Not Found,NO,"245 W 25th St Apt 4B,                  ",New York,NY,10001
"$3,250 ",2 bed,2 bath,Data Not Found,NO,"9201 Shore Rd Apt A309,                  ",Brooklyn,NY,11209
"$6,950 ",4 bed,2 bath,"2,207 sqft",NO,"200 Montrose Ave Unit 2,                  ",Brooklyn,NY,11206
"$2,650 ",1 bed,1 bath,Data Not Found,NO,"357 Sterling Pl Unit A1,                  ",Brooklyn,NY,11238
"$3,500 ",1 bed,1 bath,739 sqft,OK Pets,"21-30 44th Dr Unit 4B,                  ",Queens,NY,11101
"$4,000 ",0 bed,1 bath,Data Not Found,OK Pets,"808 Columbus Ave Apt 9N,                  ",New York,NY,10025
"$4,500 ",2 bed,2 bath,Data Not Found,OK Pets,"260 W 52nd St Apt 22E,                  ",New York,NY,10019
"$9,000 ",2 bed,2 bath,Data Not Found,OK Pets,"240 E 86th St Apt 22I,                  ",New York,NY,10028
"$1,725 ",1 bed,1 bath,Data Not Found,NO,"2016 Avenue N Unit 4JJ,                  ",Brooklyn,NY,11210
"$3,600 ",1 bed,1 bath,625 sqft,NO,"150 W 51st St Apt 1220,                  ",Manhattan,NY,10019
"$3,125 ",2 bed,1.5 bath,Data Not Found,NO,"706 Classon Ave,                  ",Brooklyn,NY,11238
"$3,069 ",1 bed,1 bath,Data Not Found,OK Pets,"345 Eldert St Apt 312,                  ",Brooklyn,NY,11237
"$6,358 ",2 bed,2 bath,"1,260 sqft",OK Pets,"303 E 83rd St Apt 20B,                  ",New York,NY,10028
"$2,100 ",3 bed,1 bath,Data Not Found,NO,"1026 Winthrop St Apt 3,                  ",Brooklyn,NY,11212
"$3,740 ",1 bed,1 bath,Data Not Found,OK Pets,"235 W 48th St Unit 020R,                  ",Manhattan,NY,10036
"$2,400 ",1 bed,1 bath,630 sqft,OK Pets,"4907 4th Ave Apt 2D,                  ",New York,NY,11220
"$3,500 ",1 bed,1 bath,Data Not Found,OK Pets,"345 E 93rd St Apt 30K,                  ",New York,NY,10128
"$6,590 ",2 bed,2.5 bath,Data Not Found,NO,"101-101 W 55th St Unit 1504,                  ",New York,NY,10019
"$3,969 ",0 bed,1 bath,Data Not Found,NO,"572-572 11th Ave Ph 7,                  ",New York,NY,10036
"$8,617 ",3 bed,2 bath,Data Not Found,NO,"685-685 1st Ave Unit 22P,                  ",New York,NY,10018
"$8,392 ",2 bed,2 bath,Data Not Found,NO,"685-685 1st Ave Unit 22R,                  ",New York,NY,10018
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$9,425 ",2 bed,2 bath,Data Not Found,NO,"130-130 W 15th St,                  ",New York,NY,10011
"$6,463 ",1 bed,1 bath,Data Not Found,NO,"475-475 W 61st Unit 905,                  ",New York,NY,10069
"$1,875 ",2 bed,1 bath,900 sqft,NO,"8405 Bay Pkwy Ste 2,                  ",Brooklyn,NY,11214
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,566 ",1 bed,1.5 bath,Data Not Found,OK Pets,"750 Washington Ave Apt 1LF,                  ",Brooklyn,NY,11238
"$2,600 ",3 bed,1.5 bath,"1,450 sqft",OK Pets,"8401 Fort Hamilton Pkwy # 2,                  ",Brooklyn,NY,11209
"$9,500 ",2 bed,2 bath,"1,696 sqft",OK Pets,"519 W 23rd St Apt 4,                  ",Manhattan,NY,10011
"$2,160 ",0 bed,1 bath,640 sqft,OK Pets,"1328 Fulton St Apt P102,                  ",New York,NY,11216
"$3,650 ",2 bed,2 bath,Data Not Found,NO,"148 W 76th St Apt 4A,                  ",New York,NY,10023
"$2,200 ",2 bed,1 bath,Data Not Found,NO,"272 79th St Unit 3,                  ",Brooklyn,NY,11209
"$2,050 ",2 bed,1 bath,Data Not Found,NO,"632 E 186th St Apt 12,                  ",Bronx,NY,10458
"$4,254 ",2 bed,2 bath,901 sqft,OK Pets,"43-25 Hunter St Unit 3112W,                  ",Queens,NY,11101
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$4,673 ",1 bed,1 bath,Data Not Found,NO,"555-555 10th Ave Unit 30L,                  ",New York,NY,10036
"$4,664 ",1 bed,1 bath,Data Not Found,NO,"555-555 10th Ave Unit 24D,                  ",New York,NY,10036
