,Price,Beds,Baths,Area,Pets,Street,City,Region,Zip
3481,"2,450 ",0,1,575,No,"577 2nd Ave Apt 48,                  ",New York,NY,10016
3484,"2,695 ",0,1,580,No,"888 8th Ave Apt 9H,                  ",New York,NY,10019
3486,"2,980 ",0,1,580,No,"455 W 37th St Apt 732,                  ",New York,NY,10018
3487,"3,800 ",0,1,580,No,"96 Fifth Ave Unit 11G,                  ",New York,NY,10011
3488,"4,100 ",1,1,710,No,"165 E 35th St Apt 11I,                  ",New York,NY,10016
3489,"2,150 ",0,1,580,No,"401 E 58th St Apt B9,                  ",New York,NY,10022
3492,"2,350 ",0,1,580,No,"241 E 46th St Apt 2A,                  ",New York,NY,10017
3493,"2,495 ",0,1,580,No,"154 E 7th St Unit Fd,                  ",New York,NY,10009
3494,"2,150 ",0,1,560,No,"401 E 78th St Unit 1A,                  ",New York,NY,10010
3495,"7,495 ",3,2,"1,200",No,"301 E 47th St Apt 20P,                  ",New York,NY,10017
3496,"5,442 ",3,2,"1,150",No,"186 Avenue B Unit 1A,                  ",New York,NY,10009
3497,"2,995 ",0,1,550,No,"124 E 24th St Apt 5K,                  ",New York,NY,10010
3498,"3,925 ",1,1,710,No,"20 Beekman Pl Apt 1A,                  ",New York,NY,10022
3499,"1,850 ",0,1,480,No,"1132 1st Ave Unit 1Z,                  ",New York,NY,10065
3500,"2,800 ",0,1,580,No,"165 E 35th St Unit 1C,                  ",New York,NY,10016
3501,"2,750 ",1,1,640,No,"178 Thompson St Apt 3D,                  ",New York,NY,10012
3502,"4,995 ",2,2,"1,350",No,"1675 York Ave Apt 2A,                  ",New York,NY,10128
3503,"2,600 ",1,1,650,No,"412 W 49th St Apt 3B,                  ",New York,NY,10019
3504,"2,695 ",0,1,580,No,"888 8th Ave Unit U,                  ",New York,NY,10019
3505,"3,125 ",1,1,437,No,"284 Mott St Apt 3G,                  ",New York,NY,10012
3506,"4,100 ",1,1,685,No,"141 E 33rd St Apt 8D,                  ",New York,NY,10016
3507,"3,195 ",2,1,890,No,"328 W 47th St Unit C,                  ",New York,NY,10036
3508,"2,250 ",0,1,540,No,"284 E 10th St Unit 1Z,                  ",New York,NY,10009
3510,"3,875 ",1,1,710,No,"165 E 35th St Unit 4O,                  ",New York,NY,10016
3511,"3,200 ",1,1,710,No,"922 3rd Ave Apt 2J,                  ",New York,NY,10022
3512,"2,700 ",1,1,690,No,"217 E 88th St Apt 8,                  ",New York,NY,10128
3513,"5,595 ",3,2,"1,150",No,"500 E 77th St Apt 207,                  ",New York,NY,10162
3514,"2,295 ",0,1,560,No,"690 Fort Washington Ave Apt 4C,                  ",New York,NY,10040
3515,"8,095 ",2,2,920,No,"160 W 62nd St Apt 19A,                  ",New York,NY,10023
3518,"1,950 ",0,1,540,No,"1069 1st Ave Unit 4I,                  ",New York,NY,10022
3519,"2,695 ",0,1,580,No,"888 8th Ave Apt 9N,                  ",New York,NY,10019
3522,"3,150 ",1,1,710,No,"140 E 46th St Apt 5B,                  ",New York,NY,10017
3523,"2,400 ",0,1,500,No,"69 W 55th St Unit 1S,                  ",New York,NY,10019
3524,"7,500 ",3,2,"1,206",Yes,"99 Battery Pl Apt 22G,                  ",New York,NY,10280
3525,"2,100 ",0,1,580,No,"401 E 58th St Apt A4,                  ",New York,NY,10022
3526,"2,695 ",0,1,580,No,"888 8th Ave Unit U,                  ",New York,NY,10019
3527,"3,125 ",1,1,437,No,"284 Mott St Apt 3G,                  ",New York,NY,10012
3528,"4,100 ",1,1,685,No,"141 E 33rd St Apt 8D,                  ",New York,NY,10016
3529,"3,195 ",2,1,890,No,"328 W 47th St Unit C,                  ",New York,NY,10036
3530,"6,285 ",3,2,"1,050",Yes,"151 E 31st St Unit E15G,                  ",New York,NY,10016
3531,"3,800 ",1,1,710,Yes,"155 E 29th St Apt 32D,                  ",New York,NY,10016
3532,"2,200 ",0,1,560,No,"341 W 45th St Apt 307,                  ",New York,NY,10036
3533,"2,850 ",0,1,580,No,"222 E 12th St Apt 5B,                  ",New York,NY,10003
3534,"3,950 ",1,1,710,No,"405 E 56th St Apt 5C,                  ",New York,NY,10022
3535,"2,700 ",1,1,600,No,"328 E 78th St Apt 19,                  ",New York,NY,10075
3536,"2,550 ",0,1,540,No,"234 E 52nd St Apt E,                  ",New York,NY,10022
3537,"4,380 ",3,1,"1,245",No,"43 Avenue C Apt 4C,                  ",New York,NY,10009
3539,"2,325 ",1,1,650,No,"690 Fort Washington Ave Apt 2I,                  ",New York,NY,10040
3540,"1,709 ",0,1,540,No,"1075 1st Ave Unit 6P,                  ",New York,NY,10022
3541,"5,900 ",2,2,790,No,"240 E 82nd St Apt 3E,                  ",New York,NY,10028
3542,"2,650 ",0,1,580,Yes,"160 E 55th St Apt 4A,                  ",New York,NY,10022
3543,"4,250 ",1,1,680,Yes,"30 W 63rd St Apt 4S,                  ",New York,NY,10023
3544,"3,750 ",1,1,700,No,"220 E 24th St Unit A,                  ",New York,NY,10010
3545,"3,150 ",1,1,710,No,"140 E 46th St Apt 2E,                  ",New York,NY,10017
3547,"5,450 ",1,1,710,No,"219 E 69th St Unit 5N,                  ",New York,NY,10021
3548,"2,650 ",0,1,565,No,"160 E 55th St Apt 3C,                  ",New York,NY,10022
3549,"4,171 ",3,1,890,No,"227 E 50th St Apt 1,                  ",New York,NY,10022
3550,"3,295 ",0,1,560,No,"400 E 57th St Apt 10N,                  ",New York,NY,10022
3551,"2,295 ",0,1,540,No,"1680 York Ave Apt 1J,                  ",New York,NY,10128
3552,"2,195 ",0,1,500,No,"525 E 81st St Unit 2P,                  ",New York,NY,10028
3553,"2,050 ",0,1,450,No,"1661 York Ave Apt 4G,                  ",New York,NY,10128
3555,"3,877 ",1,1,668,Yes,"455 W 37th St Ph 3,                  ",New York,NY,10018
3557,"2,631 ",0,1,468,Yes,"345 E 94th St Apt 12F,                  ",New York,NY,10128
3558,"2,825 ",0,1,10,No,"220 Sullivan St Apt 3H,                  ",New York,NY,10012
3559,"5,714 ",2,2,"1,200",Yes,"345 E 94th St Apt 9A,                  ",New York,NY,10128
3560,"4,754 ",2,2,965,Yes,"345 E 94th St Apt 10E,                  ",New York,NY,10128
3589,"7,400 ",2,2,"1,230",Yes,"525 E 72nd St Apt 28E,                  ",New York,NY,10021
3591,"2,350 ",2,2,912,No,"216 Cornelia St Unit 1,                  ",Brooklyn,NY,11221
3599,"2,695 ",0,1,580,No,"120 E 34th St Apt 20M,                  ",New York,NY,10016
3600,"2,275 ",0,1,400,No,"201 E 73rd St Apt 10,                  ",New York,NY,10021
3602,"3,800 ",0,1,580,No,"145 E 16th St Apt 14F,                  ",New York,NY,10003
3603,"2,650 ",0,1,550,No,"220 E 24th St Apt 4E,                  ",New York,NY,10010
3604,"2,850 ",0,1,605,No,"405 E 56th St Apt 10G,                  ",New York,NY,10022
3606,"5,700 ",1,1,690,No,"240 E 82nd St Apt 2D,                  ",New York,NY,10028
3607,"2,795 ",1,1,580,No,"400 E 66th St Unit 12AB,                  ",New York,NY,10065
3608,"2,695 ",0,1,550,No,"214 E 24th St Apt 3D,                  ",New York,NY,10010
3609,"3,850 ",0,1,670,Yes,"300 N End Ave Apt 7L,                  ",New York,NY,10282
3610,"2,395 ",0,1,510,No,"113 Sullivan St Unit 2117,                  ",New York,NY,10012
3611,"2,795 ",1,1,580,No,"400 E 66th St Unit 11AA,                  ",New York,NY,10065
3612,"1,825 ",0,1,485,No,"221 E 66th St Unit 103,                  ",New York,NY,10065
3613,"3,250 ",1,1,600,No,"284 Fifth Ave Unit 6F,                  ",New York,NY,10010
3614,"2,150 ",0,1,536,No,"260 W 27th St Apt 8,                  ",New York,NY,10001
3617,"2,775 ",0,1,580,No,"307 E 44th St Apt 802,                  ",New York,NY,10017
3618,"3,495 ",0,1,580,No,"41 Park Ave Unit 2L,                  ",New York,NY,10016
3619,"2,250 ",0,1,"2,250",No,"569 Third Ave Unit 4,                  ",New York,NY,10016
3620,"2,200 ",0,1,536,No,"260 W 27th St Apt 2,                  ",New York,NY,10001
3621,"2,900 ",0,1,580,No,"137 E 38th St Unit 1Q,                  ",New York,NY,10016
3622,"3,800 ",0,1,580,No,"145 E 16th St Unit 5S,                  ",New York,NY,10003
3623,"2,850 ",1,1,690,No,"742 St Nicholas Ave Unit 13,                  ",New York,NY,10031
3624,"2,050 ",0,1,520,No,"1497 Third Ave Unit 2A,                  ",New York,NY,10028
3625,"1,675 ",1,1,690,No,"137 Nagle Ave Apt 43,                  ",New York,NY,10040
3626,"2,850 ",0,1,605,No,"405 E 56th St Apt 9D,                  ",New York,NY,10022
3627,"3,880 ",1,1,650,Yes,"151 E 31st St Unit W27C,                  ",New York,NY,10016
3628,"5,500 ",2,2,932,No,"405 E 56th St Apt 7K,                  ",New York,NY,10022
3629,"4,800 ",1,1,710,No,"405 E 56th St Unit 14Y,                  ",New York,NY,10022
3631,"2,195 ",1,1,640,No,"136 E 96th St Apt 4C,                  ",New York,NY,10128
3632,"3,800 ",0,1,580,No,"145 E 16th St Apt 14G,                  ",New York,NY,10003
3633,"3,125 ",0,1,500,No,"108 W 15th St Unit 1C,                  ",New York,NY,10011
3634,"2,451 ",1,1,710,No,"224 E 89th St Apt 11,                  ",New York,NY,10128
3635,"2,625 ",1,1,400,No,"283 Mott St Unit 1S,                  ",New York,NY,10012
3636,"3,195 ",0,1,580,No,"41 Park Ave Apt 1D,                  ",New York,NY,10016
3637,"3,050 ",0,1,560,No,"410 W 22nd St Apt 3R,                  ",New York,NY,10011
3638,"3,300 ",0,1,605,No,"405 E 56th St Apt 9K,                  ",New York,NY,10022
3640,"3,640 ",1,1,710,Yes,"155 E 29th St Unit 31,                  ",New York,NY,10016
3642,"3,550 ",0,1,580,No,"20 River Ter Apt 16Q,                  ",New York,NY,10282
3643,"3,600 ",1,1,710,No,"405 E 56th St Unit 5EA,                  ",New York,NY,10022
3644,"3,775 ",0,1,580,No,"100 Jane St Apt 5Q,                  ",New York,NY,10014
3645,"2,700 ",0,1,560,No,"410 W 22nd St Apt 2F,                  ",New York,NY,10011
3646,"3,045 ",0,1,440,Yes,"151 E 31st St Unit E15F,                  ",New York,NY,10016
3648,"3,550 ",0,1,580,No,"20 River Ter Apt 17Q,                  ",New York,NY,10282
3649,"4,150 ",1,1,700,No,"52 Barrow St Apt 4A,                  ",New York,NY,10014
3652,"3,600 ",0,1,580,No,"145 E 16th St Apt 3F,                  ",New York,NY,10003
3653,"3,100 ",1,1,"1,000",Yes,"49-13 Vernon Blvd Unit 2,                  ",Queens,NY,11101
3654,"6,000 ",4,2,850,Yes,"413 E 12th St Apt 17,                  ",New York,NY,10009
3659,"13,500 ",2,2,"1,500",Yes,"800 Fifth Ave Unit 7C,                  ",New York,NY,10065
3660,"18,475 ",2,3,"1,900",Yes,"800 Fifth Ave Unit 21F,                  ",New York,NY,10065
3663,"3,495 ",0,1,516,Yes,"130 Water St Unit 8,                  ",New York,NY,10005
3711,"3,850 ",1,1,831,Yes,"136 E 55th St Apt 8K,                  ",Manhattan,NY,10022
3714,"2,300 ",2,1,900,No,"67-51 152 St Unit 196B,                  ",Flushing,NY,11367
3719,"2,750 ",1,1,554,No,"306 Gold St Apt 8J,                  ",Brooklyn,NY,11201
3723,"6,138 ",3,2,"1,250",Yes,"112 W 15th St Unit 2A,                  ",Manhattan,NY,10011
3725,"3,258 ",2,1,800,Yes,"17 Monitor St Apt 1H,                  ",Brooklyn,NY,11222
3726,"3,400 ",1,1,630,Yes,"44-41 Purves St Unit 2205,                  ",Queens,NY,11101
3727,"4,025 ",3,1,"1,000",Yes,"17 Monitor St Apt 3A,                  ",Brooklyn,NY,11222
3729,"9,500 ",5,2,"2,700",Yes,"30 W 105th St Units 1 & 2,                  ",New York,NY,10025
3730,"2,850 ",1,1,"1,303",No,"80 Bay Street Lndg Apt 3K,                  ",Staten Island,NY,10301
3731,"3,895 ",2,1,800,Yes,"321 Wythe Ave Apt 707,                  ",Brooklyn,NY,11249
3732,"3,070 ",2,1,850,Yes,"17 Monitor St Apt 2E,                  ",Brooklyn,NY,11222
3734,"5,500 ",2,1,850,Yes,"420 E 80th St Apt 2H,                  ",Manhattan,NY,10075
3736,"32,500 ",2,2,"2,367",Yes,"15 Central Park W Apt 26B,                  ",New York,NY,10023
3738,"2,400 ",3,3,"3,100",Yes,"75 22 Parsons Blvd Unit F,                  ",Queens,NY,11367
3741,"12,000 ",3,3,"1,487",Yes,"252 South St Unit 54C,                  ",New York,NY,10002
3742,"9,000 ",3,2,"1,000",No,"401 E 34th St Apt S8B,                  ",Manhattan,NY,10016
3743,"59,000 ",4,4,"2,942",Yes,"25 Columbus Cir Unit 66C,                  ",New York,NY,10019
3744,"6,500 ",3,2,"1,750",No,"32 W 105th St Apt 2,                  ",New York,NY,10025
3745,"6,500 ",2,2,"1,123",No,"252 South St Unit 24D,                  ",New York,NY,10002
3746,"8,800 ",2,2,"1,466",No,"301 W 57th St Apt 30C,                  ",New York,NY,10019
3748,"6,000 ",2,2,"1,071",No,"120 Riverside Blvd Apt 15D,                  ",New York,NY,10069
3749,"60,000 ",3,3,"3,576",Yes,"432 Park Ave Apt 50C,                  ",New York,NY,10022
3751,"2,200 ",2,1,800,No,"63-11 110th St Unit 1,                  ",Queens,NY,11375
3752,"2,201",2,1,750,No,"506 E 188th St,                  ",Bronx,NY,10458
3753,"2,500 ",2,2,"1,050",Yes,"55 Hempstead Ave Unit 1,                  ",Staten Island,NY,10306
3754,"10,000 ",3,2,"1,000",Yes,"30 Park Ave Apt 19B,                  ",Manhattan,NY,10016
3755,"3,888 ",0,1,464,No,"800 Avenue of the Americas Apt 31A,                  ",Manhattan,NY,10001
3756,"2,535 ",1,1,467,Yes,"10 Montieth St Apt 343,                  ",Brooklyn,NY,11206
3758,"10,000 ",3,2,800,Yes,"305 E 86th St Unit 3RE,                  ",Manhattan,NY,10028
3760,"18,000 ",3,2,"3,000",No,"306 W 78th St Apt 1B,                  ",New York,NY,10024
3761,"50,000 ",5,5,"8,040",No,"152 Reade St,                  ",Manhattan,NY,10013
3762,"4,000 ",1,1,800,Yes,"635 W 42nd St Unit 38L,                  ",New York,NY,10036
3765,"5,650 ",2,2,"1,100",Yes,"635 W 42nd St Unit 32L,                  ",New York,NY,10036
3767,"9,000 ",3,2,"1,000",No,"401 E 34th St Apt N5B,                  ",Manhattan,NY,10016
3768,"4,770 ",1,1,500,No,"777 Sixth Ave,                  ",Manhattan,NY,10001
3769,"2,600 ",3,1,"2,015",No,"177 Mosely Ave,                  ",Staten Island,NY,10312
3770,"4,384 ",2,2,913,Yes,"44-41 Purves St Unit 1809,                  ",Queens,NY,11101
3772,"7,500 ",2,2,700,Yes,"75 W End Ave Apt C19I,                  ",Manhattan,NY,10023
3774,"2,000 ",2,1,"1,200",No,"20 Fiedler Ave,                  ",Staten Island,NY,10301
3775,"1,799 ",1,1,"1,041",No,"7401 Shore Rd Apt 2H,                  ",Brooklyn,NY,11209
3776,"4,223 ",2,2,915,Yes,"44-41 Purves St Unit 1909,                  ",Queens,NY,11101
3777,"4,895 ",1,1,500,No,"115 W 85th St Apt 4,                  ",New York,NY,10024
3781,"3,240 ",1,1,627,Yes,"44-41 Purves St Unit 1211,                  ",Queens,NY,11101
3782,"4,750 ",1,1,450,No,"115 W 85th St Apt 7,                  ",New York,NY,10024
3785,"3,070 ",2,1,800,Yes,"17 Monitor St Apt 2L,                  ",Brooklyn,NY,11222
3786,"3,750 ",2,1,300,No,"234 E 52nd St Apt 3B,                  ",Manhattan,NY,10022
3787,"2,995 ",1,1,625,No,"130 W 75th St Apt 2D,                  ",Manhattan,NY,10023
3788,"10,000 ",2,2,700,Yes,"75 W End Ave Apt R35B,                  ",Manhattan,NY,10023
3789,"6,500 ",3,2,"1,000",No,"401 E 34th St Apt N8D,                  ",Manhattan,NY,10016
3791,"2,999 ",3,1,"1,250",No,"6735 Ridge Blvd Apt 4C,                  ",Brooklyn,NY,11220
3793,"2,995 ",2,1,750,Yes,"456 9th St Unit 3,                  ",New York,NY,11215
3795,"13,900 ",2,2,"1,668",No,"15 Hudson Yards Unit 77F,                  ",New York,NY,10001
3796,"3,900 ",1,1,865,Yes,"250 E 40th St Apt 16F,                  ",New York,NY,10016
3797,"1,750 ",1,1,415,No,"979 Summit Ave Unit 3F,                  ",Bronx,NY,10452
3798,"1,725 ",1,1,415,No,"979 Summit Ave Unit 2F,                  ",Bronx,NY,10452
3800,"3,950 ",2,2,850,No,"34 W 75th St Apt 4F,                  ",Manhattan,NY,10023
3803,"2,650 ",2,2,"1,050",No,"59 Lander Ave Unit 1,                  ",Staten Island,NY,10314
3805,"8,200 ",2,2,980,Yes,"560 W 43rd St Apt 44D,                  ",Manhattan,NY,10036
3806,"5,500 ",2,1,850,Yes,"420 E 80th St Apt 9D,                  ",Manhattan,NY,10075
3807,"6,500 ",1,1,750,No,"235 W 56th St Apt 22F,                  ",Manhattan,NY,10019
3808,"17,500 ",3,2,"1,000",No,"15 W 55th St Apt 9B,                  ",Manhattan,NY,10019
3810,"5,500 ",5,2,"2,646",Yes,"711 Prospect Ave,                  ",Bronx,NY,10455
3811,"67,500 ",5,5,"4,473",Yes,"351 E 51st St Ph 8,                  ",New York,NY,10022
3812,"1,750 ",0,1,400,No,"333 Cypress Ave Apt 7A,                  ",Bronx,NY,10454
3814,"6,800 ",1,1,650,Yes,"11 E 1st St Apt 317,                  ",Manhattan,NY,10003
3815,"6,000 ",3,1,750,No,"10 Hanover Sq Apt 17E,                  ",Manhattan,NY,10005
3816,"5,500 ",3,1,750,No,"10 Hanover Sq Apt 21G,                  ",Manhattan,NY,10005
3817,"4,950 ",2,1,650,Yes,"321 E 22nd St Apt 4H,                  ",Manhattan,NY,10010
3818,"6,500 ",2,2,700,No,"401 E 34th St Apt N32B,                  ",Manhattan,NY,10016
3819,"7,800 ",2,2,700,No,"101 W End Ave Apt 19M,                  ",Manhattan,NY,10023
3820,"8,500 ",5,5,"4,500",Yes,"600 Eastern Pkwy # T,                  ",Brooklyn,NY,11225
3822,"2,000 ",2,1,602,No,"979 Summit Ave Unit 2C,                  ",Bronx,NY,10452
3823,"11,000 ",3,2,800,Yes,"305 E 86th St Apt 16SW,                  ",Manhattan,NY,10028
3824,"2,700 ",3,1,"1,197",Yes,"41-21 218 St # A,                  ",Bayside,NY,11361
3825,"60,000 ",4,4,"3,703",No,"220 Central Park S Apt 32A,                  ",New York,NY,10019
3826,"35,000 ",4,4,"3,805",Yes,"275 W 10th St Apt 6D,                  ",New York,NY,10014
3827,"40,000 ",5,6,"4,000",Yes,"635 W 42nd St Apt 27A,                  ",New York,NY,10036
3828,"8,500 ",2,2,700,No,"401 E 34th St Apt N14K,                  ",Manhattan,NY,10016
3829,"7,190 ",1,1,688,No,"205 E 92nd St Apt 15G,                  ",Manhattan,NY,10128
3830,"3,750 ",1,1,850,Yes,"521 W 48th St Apt 3F,                  ",Manhattan,NY,10036
3831,"12,000 ",3,2,"1,000",No,"401 E 34th St Apt N5C,                  ",Manhattan,NY,10016
3832,"8,100 ",2,2,952,Yes,"500 W 56th St Apt 1804,                  ",Manhattan,NY,10019
3833,"7,950 ",2,1,"1,032",Yes,"448 Broome St,                  ",New York,NY,10013
3835,"6,500 ",3,2,"1,000",No,"239 W 12th St Apt 4B,                  ",New York,NY,10014
3836,"3,500 ",4,2,"1,060",Yes,"2083 Pacific St,                  ",Brooklyn,NY,11233
3841,"4,500 ",5,2,"2,000",Yes,"140 W 111th St Apt 3,                  ",Manhattan,NY,10026
3844,"1,725 ",1,1,448,No,"979 Summit Ave Unit 2E,                  ",Bronx,NY,10452
3845,"1,800 ",1,1,404,No,"979 Summit Ave Unit 4D,                  ",Bronx,NY,10452
3847,"6,000 ",2,1,600,No,"401 E 34th St Apt N16G,                  ",Manhattan,NY,10016
3848,"7,500 ",3,1,750,No,"10 Hanover Sq Apt 21E,                  ",Manhattan,NY,10005
3849,"6,000 ",2,1,600,No,"401 E 34th St Apt N4E,                  ",Manhattan,NY,10016
3850,"6,500 ",2,2,700,No,"401 E 34th St Apt S30B,                  ",Manhattan,NY,10016
3851,"2,250 ",1,1,568,Yes,"303 10th Ave,                  ",New York,NY,10001
3852,"7,995 ",2,2,900,No,"115 W 85th St Apt 1,                  ",New York,NY,10024
3853,"7,250 ",3,2,"2,500",Yes,"4475 Waldo Ave,                  ",Bronx,NY,10471
3854,"2,200 ",2,1,850,No,"2132 62nd St Unit 2B,                  ",Brooklyn,NY,11204
3855,"2,395 ",3,1,900,No,"104 Terrace View Ave Apt 3S,                  ",Manhattan,NY,10463
3856,"2,100 ",1,1,750,No,"8701 Shore Rd Apt 224,                  ",Brooklyn,NY,11209
3858,"2,389 ",2,1,600,No,"333 Cypress Ave Apt 5C,                  ",Bronx,NY,10454
3860,"42,000 ",4,5,"5,225",No,"211 E 62nd St,                  ",Manhattan,NY,10065
3865,"4,625 ",2,2,956,Yes,"42-20 27th St Unit 909,                  ",Queens,NY,11101
3867,"3,450 ",1,1,450,No,"1790 3rd Ave Apt 1004,                  ",Manhattan,NY,10029
3871,"4,500 ",1,1,600,Yes,"189 W 89th St Apt 9Q,                  ",Manhattan,NY,10024
3873,"4,950 ",2,1,650,Yes,"321 E 22nd St Apt 5G,                  ",Manhattan,NY,10010
3875,"2,490 ",1,1,555,Yes,"10 Montieth St Apt 371,                  ",Brooklyn,NY,11206
3876,"1,725 ",1,1,400,No,"979 Summit Ave Unit 1A,                  ",Bronx,NY,10452
3877,"2,650 ",3,1,"1,144",No,"49 Willowbrook Rd Unit 2,                  ",Staten Island,NY,10302
3880,"2,150 ",3,2,"1,700",No,"1492 Richmond Ave,                  ",Staten Island,NY,10314
3882,"16,500 ",3,3,"2,309",Yes,"50 West St Apt 34B,                  ",New York,NY,10006
3883,"4,250 ",3,1,"2,000",No,"3031 Arlington Ave,                  ",Bronx,NY,10463
3884,"7,077 ",4,2,"1,433",Yes,"44-41 Purves St Unit 1402A,                  ",Queens,NY,11101
3885,"20,000 ",3,3,"1,589",Yes,"242 W 53rd St Ph 3,                  ",New York,NY,10019
3886,"8,300 ",2,2,"1,637",Yes,"400 5th Ave Apt 49A,                  ",New York,NY,10018
3887,"4,895 ",1,1,500,No,"115 W 85th St Apt 6,                  ",New York,NY,10024
3888,"10,799 ",2,2,"1,567",Yes,"15 Hudson Yards Unit 24D,                  ",New York,NY,10001
3892,"48,000 ",4,4,"4,144",Yes,"212 W 18th St Units 14E & 15D,                  ",Manhattan,NY,10011
3894,"2,600 ",3,3,"2,500",No,"15 Orbit Ln,                  ",Staten Island,NY,10314
3896,"4,600 ",1,1,680,Yes,"560 W 43rd St Apt 22G,                  ",Manhattan,NY,10036
3897,"7,400 ",2,2,929,Yes,"235 W 48th St Apt 41C,                  ",Manhattan,NY,10036
3899,"1,675 ",0,1,560,Yes,"90-19 88th Ave Unit D10,                  ",Queens,NY,11421
3900,"5,800 ",2,2,"1,000",No,"416 W 52nd St Apt 609,                  ",Manhattan,NY,10019
3901,"3,250 ",0,1,575,Yes,"90 Washington St Apt 19F,                  ",Manhattan,NY,10006
3902,"5,500 ",1,1,697,Yes,"235 W 48th St Apt 17M,                  ",Manhattan,NY,10036
3903,"2,500 ",2,1,850,No,"105-14 Martense Ave Unit 2F,                  ",Queens,NY,11368
3904,"2,950 ",1,1,"1,204",No,"80 Bay St Lndg Unit 6D,                  ",Staten Island,NY,10301
3906,"2,050 ",2,1,600,No,"979 Summit Ave Unit 4H,                  ",Bronx,NY,10452
3907,"2,700 ",3,1,"1,200",Yes,"41 21 218th St Unit A,                  ",Bayside,NY,11361
3910,"79,000 ",5,6,"4,540",Yes,"25 Columbus Cir Unit 75CE,                  ",New York,NY,10019
3911,"22,000 ",3,3,"1,870",No,"160 Central Park S Unit 2707,                  ",New York,NY,10019
3912,"18,000 ",3,3,"1,421",Yes,"242 W 53rd St Ph 2,                  ",New York,NY,10019
3913,"1,475 ",1,1,"2,496",No,"175 Gervil St Unit 2,                  ",Staten Island,NY,10309
3914,"19,900 ",6,6,"5,810",No,"1845 Seventh Ave Unit Ph,                  ",New York,NY,10025
3915,"3,300 ",2,1,600,Yes,"95 W 95th St Apt 29B,                  ",Manhattan,NY,10025
3918,"2,700 ",3,2,"2,430",No,"2141 Tomlinson Ave,                  ",Bronx,NY,10461
3921,"37,500 ",4,4,"3,371",No,"56 Leonard St Unit 46EAST,                  ",Manhattan,NY,10013
3922,"1,599 ",1,1,650,No,"1500 Ocean Pkwy Apt 6B,                  ",Brooklyn,NY,11230
3925,"10,500 ",3,1,"2,500",No,"306 5th Ave Fl 3,                  ",Manhattan,NY,10001
3926,"17,500 ",3,2,"1,000",No,"101 W End Ave Apt 27D,                  ",Manhattan,NY,10023
3927,"5,800 ",1,1,600,Yes,"189 W 89th St Apt 8Q,                  ",Manhattan,NY,10024
3928,"4,500 ",2,1,250,No,"234 E 52nd St Apt 3E,                  ",Manhattan,NY,10022
3930,"14,500 ",4,3,"3,000",No,"248 E 83rd St Unit Th,                  ",Manhattan,NY,10028
3931,"4,500 ",2,1,700,No,"279 E 44th St Apt 7A,                  ",Manhattan,NY,10017
3932,"4,000 ",2,1,850,Yes,"521 W 48th St Apt 3A,                  ",Manhattan,NY,10036
3933,"3,095 ",1,1,600,Yes,"W 13th St Unit 6,                  ",Manhattan,NY,10011
3934,"2,500 ",0,1,700,Yes,"558 W 161st St Ph 3,                  ",Manhattan,NY,10032
3935,"4,500 ",2,1,700,No,"279 E 44th St Apt 7N,                  ",Manhattan,NY,10017
3936,"14,500 ",6,2,900,No,"110 Greenwich St Apt 12B,                  ",Manhattan,NY,10006
3937,"5,250 ",1,1,600,Yes,"189 W 89th St Apt 17K,                  ",Manhattan,NY,10024
3938,"3,450 ",0,1,575,Yes,"307 E 44th St Apt 1105,                  ",Manhattan,NY,10017
3939,"2,000 ",2,1,600,No,"979 Summit Ave Unit 2H,                  ",Bronx,NY,10452
3942,"4,995 ",1,1,550,No,"115 W 85th St Apt 8,                  ",New York,NY,10024
3943,"4,195 ",1,1,696,No,"S 252st Via Unit 28B,                  ",New York,NY,10002
3945,"3,500 ",3,2,"1,350",Yes,"256 Fieldston Ter Apt 2,                  ",Bronx,NY,10471
3949,"13,100 ",3,2,"1,501",Yes,"170 Amsterdam Ave Apt 14A,                  ",New York,NY,10023
3953,"22,000 ",3,3,"2,400",No,"70 Laight St Unit 3FLR,                  ",New York,NY,10013
3954,"22,000 ",3,3,"2,400",No,"70 Laight St Unit 2FLR,                  ",New York,NY,10013
3955,"3,500 ",1,1,760,Yes,"635 W 42nd St Apt 5N,                  ",New York,NY,10036
3956,"5,225 ",2,2,"1,468",Yes,"42-20 27th St Unit 914,                  ",Queens,NY,11101
3957,"4,812 ",1,1,697,No,"800 Avenue of the Americas Apt 22C,                  ",Manhattan,NY,10001
3958,"2,250 ",2,2,"1,300",No,"580 84th St Unit A,                  ",Brooklyn,NY,11209
3959,"3,195 ",1,1,650,No,"7 W 87th St Apt 1B,                  ",Manhattan,NY,10024
3960,"99,000 ",4,4,"3,703",No,"220 Central Park S Apt 28A,                  ",Manhattan,NY,10019
3961,"123,000 ",6,4,"6,000",No,"56 Leonard St Ph 56,                  ",New York,NY,10013
3962,"5,000 ",4,2,"1,500",No,"713 Knickerbocker Ave Apt 3,                  ",New York,NY,11221
3963,"2,928 ",0,1,430,Yes,"2 N 6th Pl Apt 33A,                  ",Brooklyn,NY,11249
3967,"3,000 ",2,1,700,Yes,"146 Meserole St Apt 4H,                  ",Brooklyn,NY,11206
3968,"2,700 ",1,1,"1,100",No,"80 Bay Street Lndg Apt 5C,                  ",Staten Island,NY,10301
3971,"2,400 ",3,1,"2,208",No,"38 Westervelt Ave Unit 2,                  ",Staten Island,NY,10301
